sentence_1,sentence_2,label,tense_sentence_1-tense_sentence_2,aspect_sentence_1-aspect_sentence_2
Jim will phone 911,Jim was dialling 911,0,future simple - past progressive,progressive - progressive
Jim will phone 911,Jim has dialled 911,0,future simple - present perfect,progressive - perfect
Jim will phone 911,Jim had dialled 911,0,future simple - past perfect,progressive - perfect
Jim will phone 911,Jim will dial 911,1,future simple - future simple,progressive - progressive
Jim will phone 911,Jim dials 911,0,future simple - present simple,progressive - progressive
Jim will phone 911,Jim dialled 911,0,future simple - past simple,progressive - perfect
Jim phones 911,Jim is dialling 911,1,present simple - present progressive,progressive - progressive
Jim phones 911,Jim was dialling 911,0,present simple - past progressive,progressive - progressive
Jim phones 911,Jim has dialled 911,0,present simple - present perfect,progressive - perfect
Jim phones 911,Jim had dialled 911,0,present simple - past perfect,progressive - perfect
Jim phones 911,Jim will dial 911,0,present simple - future simple,progressive - progressive
Jim phones 911,Jim dials 911,1,present simple - present simple,progressive - progressive
Jim phones 911,Jim dialled 911,0,present simple - past simple,progressive - perfect
Jim phoned 911,Jim is dialling 911,0,past simple - present progressive,perfect - progressive
Jim phoned 911,Jim was dialling 911,1,past simple - past progressive,perfect - progressive
Jim phoned 911,Jim has dialled 911,0,past simple - present perfect,perfect - perfect
Jim phoned 911,Jim had dialled 911,1,past simple - past perfect,perfect - perfect
Jim phoned 911,Jim will dial 911,0,past simple - future simple,perfect - progressive
Jim phoned 911,Jim dials 911,0,past simple - present simple,perfect - progressive
Jim phoned 911,Jim dialled 911,1,past simple - past simple,perfect - perfect
Mark is leaving the restaurant,Mark is entering the restaurant,0,present progressive - present progressive,progressive - progressive
Mark is leaving the restaurant,Mark was entering the restaurant,1,present progressive - past progressive,progressive - progressive
Mark is leaving the restaurant,Mark has entered the restaurant,0,present progressive - present perfect,progressive - perfect
Mark is leaving the restaurant,Mark had entered the restaurant,1,present progressive - past perfect,progressive - perfect
Mark is leaving the restaurant,Mark will enter the restaurant,0,present progressive - future simple,progressive - progressive
Mark is leaving the restaurant,Mark enters the restaurant,0,present progressive - present simple,progressive - progressive
Mark is leaving the restaurant,Mark entered the restaurant,1,present progressive - past simple,progressive - perfect
Mark was leaving the restaurant,Mark is entering the restaurant,0,past progressive - present progressive,progressive - progressive
Mark was leaving the restaurant,Mark was entering the restaurant,1,past progressive - past progressive,progressive - progressive
Mark was leaving the restaurant,Mark has entered the restaurant,0,past progressive - present perfect,progressive - perfect
Mark was leaving the restaurant,Mark had entered the restaurant,1,past progressive - past perfect,progressive - perfect
Mark was leaving the restaurant,Mark will enter the restaurant,0,past progressive - future simple,progressive - progressive
Mark was leaving the restaurant,Mark enters the restaurant,0,past progressive - present simple,progressive - progressive
Mark was leaving the restaurant,Mark entered the restaurant,1,past progressive - past simple,progressive - perfect
Mark has left the restaurant,Mark is entering the restaurant,0,present perfect - present progressive,perfect - progressive
Mark has left the restaurant,Mark was entering the restaurant,1,present perfect - past progressive,perfect - progressive
Mark has left the restaurant,Mark has entered the restaurant,0,present perfect - present perfect,perfect - perfect
Mark has left the restaurant,Mark had entered the restaurant,1,present perfect - past perfect,perfect - perfect
Mark has left the restaurant,Mark will enter the restaurant,0,present perfect - future simple,perfect - progressive
Mark has left the restaurant,Mark enters the restaurant,0,present perfect - present simple,perfect - progressive
Mark has left the restaurant,Mark entered the restaurant,1,present perfect - past simple,perfect - perfect
Mark had left the restaurant,Mark is entering the restaurant,0,past perfect - present progressive,perfect - progressive
Mark had left the restaurant,Mark was entering the restaurant,1,past perfect - past progressive,perfect - progressive
Mark had left the restaurant,Mark has entered the restaurant,0,past perfect - present perfect,perfect - perfect
Mark had left the restaurant,Mark had entered the restaurant,1,past perfect - past perfect,perfect - perfect
Mark had left the restaurant,Mark will enter the restaurant,0,past perfect - future simple,perfect - progressive
Mark had left the restaurant,Mark enters the restaurant,0,past perfect - present simple,perfect - progressive
Mark had left the restaurant,Mark entered the restaurant,1,past perfect - past simple,perfect - perfect
Mark will leave the restaurant,Mark is entering the restaurant,0,future simple - present progressive,progressive - progressive
Mark will leave the restaurant,Mark was entering the restaurant,0,future simple - past progressive,progressive - progressive
Mark will leave the restaurant,Mark has entered the restaurant,0,future simple - present perfect,progressive - perfect
Mark will leave the restaurant,Mark had entered the restaurant,0,future simple - past perfect,progressive - perfect
Mark will leave the restaurant,Mark will enter the restaurant,0,future simple - future simple,progressive - progressive
Mark will leave the restaurant,Mark enters the restaurant,0,future simple - present simple,progressive - progressive
Mark will leave the restaurant,Mark entered the restaurant,0,future simple - past simple,progressive - perfect
Mark leaves the restaurant,Mark is entering the restaurant,0,present simple - present progressive,progressive - progressive
Mark leaves the restaurant,Mark was entering the restaurant,1,present simple - past progressive,progressive - progressive
Mark leaves the restaurant,Mark has entered the restaurant,0,present simple - present perfect,progressive - perfect
Mark leaves the restaurant,Mark had entered the restaurant,1,present simple - past perfect,progressive - perfect
Mark leaves the restaurant,Mark will enter the restaurant,0,present simple - future simple,progressive - progressive
Mark leaves the restaurant,Mark enters the restaurant,0,present simple - present simple,progressive - progressive
Mark leaves the restaurant,Mark entered the restaurant,1,present simple - past simple,progressive - perfect
Mark left the restaurant,Mark is entering the restaurant,0,past simple - present progressive,perfect - progressive
Mark left the restaurant,Mark was entering the restaurant,1,past simple - past progressive,perfect - progressive
Mark left the restaurant,Mark has entered the restaurant,0,past simple - present perfect,perfect - perfect
Mark left the restaurant,Mark had entered the restaurant,1,past simple - past perfect,perfect - perfect
Mark left the restaurant,Mark will enter the restaurant,0,past simple - future simple,perfect - progressive
Mark left the restaurant,Mark enters the restaurant,0,past simple - present simple,perfect - progressive
Mark left the restaurant,Mark entered the restaurant,1,past simple - past simple,perfect - perfect
Mark is entering the restaurant,Mark is leaving the restaurant,0,present progressive - present progressive,progressive - progressive
Mark is entering the restaurant,Mark was leaving the restaurant,0,present progressive - past progressive,progressive - progressive
Mark is entering the restaurant,Mark has left the restaurant,0,present progressive - present perfect,progressive - perfect
Mark is entering the restaurant,Mark had left the restaurant,0,present progressive - past perfect,progressive - perfect
Mark is entering the restaurant,Mark will leave the restaurant,1,present progressive - future simple,progressive - progressive
Mark is entering the restaurant,Mark leaves the restaurant,0,present progressive - present simple,progressive - progressive
Mark is entering the restaurant,Mark left the restaurant,0,present progressive - past simple,progressive - perfect
Mark was entering the restaurant,Mark is leaving the restaurant,0,past progressive - present progressive,progressive - progressive
Mark was entering the restaurant,Mark was leaving the restaurant,0,past progressive - past progressive,progressive - progressive
Mark was entering the restaurant,Mark has left the restaurant,0,past progressive - present perfect,progressive - perfect
Mark was entering the restaurant,Mark had left the restaurant,0,past progressive - past perfect,progressive - perfect
Mark was entering the restaurant,Mark will leave the restaurant,0,past progressive - future simple,progressive - progressive
Mark was entering the restaurant,Mark leaves the restaurant,0,past progressive - present simple,progressive - progressive
Mark was entering the restaurant,Mark left the restaurant,0,past progressive - past simple,progressive - perfect
Mark has entered the restaurant,Mark is leaving the restaurant,0,present perfect - present progressive,perfect - progressive
Mark has entered the restaurant,Mark was leaving the restaurant,0,present perfect - past progressive,perfect - progressive
Mark has entered the restaurant,Mark has left the restaurant,0,present perfect - present perfect,perfect - perfect
Mark has entered the restaurant,Mark had left the restaurant,0,present perfect - past perfect,perfect - perfect
Mark has entered the restaurant,Mark will leave the restaurant,1,present perfect - future simple,perfect - progressive
Mark has entered the restaurant,Mark leaves the restaurant,0,present perfect - present simple,perfect - progressive
Mark has entered the restaurant,Mark left the restaurant,0,present perfect - past simple,perfect - perfect
Mark had entered the restaurant,Mark is leaving the restaurant,0,past perfect - present progressive,perfect - progressive
Mark had entered the restaurant,Mark was leaving the restaurant,0,past perfect - past progressive,perfect - progressive
Mark had entered the restaurant,Mark has left the restaurant,0,past perfect - present perfect,perfect - perfect
Mark had entered the restaurant,Mark had left the restaurant,0,past perfect - past perfect,perfect - perfect
Mark had entered the restaurant,Mark will leave the restaurant,0,past perfect - future simple,perfect - progressive
Mark had entered the restaurant,Mark leaves the restaurant,0,past perfect - present simple,perfect - progressive
Mark had entered the restaurant,Mark left the restaurant,0,past perfect - past simple,perfect - perfect
Mark will enter the restaurant,Mark is leaving the restaurant,0,future simple - present progressive,progressive - progressive
Mark will enter the restaurant,Mark was leaving the restaurant,0,future simple - past progressive,progressive - progressive
Mark will enter the restaurant,Mark has left the restaurant,0,future simple - present perfect,progressive - perfect
Mark will enter the restaurant,Mark had left the restaurant,0,future simple - past perfect,progressive - perfect
Mark will enter the restaurant,Mark will leave the restaurant,1,future simple - future simple,progressive - progressive
Mark will enter the restaurant,Mark leaves the restaurant,0,future simple - present simple,progressive - progressive
Mark will enter the restaurant,Mark left the restaurant,0,future simple - past simple,progressive - perfect
Mark enters the restaurant,Mark is leaving the restaurant,0,present simple - present progressive,progressive - progressive
Mark enters the restaurant,Mark was leaving the restaurant,0,present simple - past progressive,progressive - progressive
Mark enters the restaurant,Mark has left the restaurant,0,present simple - present perfect,progressive - perfect
Mark enters the restaurant,Mark had left the restaurant,0,present simple - past perfect,progressive - perfect
Mark enters the restaurant,Mark will leave the restaurant,1,present simple - future simple,progressive - progressive
Mark enters the restaurant,Mark leaves the restaurant,0,present simple - present simple,progressive - progressive
Mark enters the restaurant,Mark left the restaurant,0,present simple - past simple,progressive - perfect
Mark entered the restaurant,Mark is leaving the restaurant,0,past simple - present progressive,perfect - progressive
Mark entered the restaurant,Mark was leaving the restaurant,0,past simple - past progressive,perfect - progressive
Mark entered the restaurant,Mark has left the restaurant,0,past simple - present perfect,perfect - perfect
Mark entered the restaurant,Mark had left the restaurant,0,past simple - past perfect,perfect - perfect
Mark entered the restaurant,Mark will leave the restaurant,0,past simple - future simple,perfect - progressive
Mark entered the restaurant,Mark leaves the restaurant,0,past simple - present simple,perfect - progressive
Mark entered the restaurant,Mark left the restaurant,0,past simple - past simple,perfect - perfect
The farmer is harvesting the crops,The farmer is shipping the crops,0,present progressive - present progressive,progressive - progressive
The farmer is harvesting the crops,The farmer was shipping the crops,0,present progressive - past progressive,progressive - progressive
The farmer is harvesting the crops,The farmer has shipped the crops,0,present progressive - present perfect,progressive - perfect
The farmer is harvesting the crops,The farmer had shipped the crops,0,present progressive - past perfect,progressive - perfect
The farmer is harvesting the crops,The farmer will ship the crops,1,present progressive - future simple,progressive - progressive
The farmer is harvesting the crops,The farmer ships the crops,0,present progressive - present simple,progressive - progressive
The farmer is harvesting the crops,The farmer shipped the crops,0,present progressive - past simple,progressive - perfect
The farmer was harvesting the crops,The farmer is shipping the crops,0,past progressive - present progressive,progressive - progressive
The farmer was harvesting the crops,The farmer was shipping the crops,0,past progressive - past progressive,progressive - progressive
The farmer was harvesting the crops,The farmer has shipped the crops,0,past progressive - present perfect,progressive - perfect
The farmer was harvesting the crops,The farmer had shipped the crops,0,past progressive - past perfect,progressive - perfect
The farmer was harvesting the crops,The farmer will ship the crops,0,past progressive - future simple,progressive - progressive
The farmer was harvesting the crops,The farmer ships the crops,0,past progressive - present simple,progressive - progressive
The farmer was harvesting the crops,The farmer shipped the crops,0,past progressive - past simple,progressive - perfect
The farmer has harvested the crops,The farmer is shipping the crops,1,present perfect - present progressive,perfect - progressive
The farmer has harvested the crops,The farmer was shipping the crops,0,present perfect - past progressive,perfect - progressive
The farmer has harvested the crops,The farmer has shipped the crops,0,present perfect - present perfect,perfect - perfect
The farmer has harvested the crops,The farmer had shipped the crops,0,present perfect - past perfect,perfect - perfect
The farmer has harvested the crops,The farmer will ship the crops,1,present perfect - future simple,perfect - progressive
The farmer has harvested the crops,The farmer ships the crops,1,present perfect - present simple,perfect - progressive
The farmer has harvested the crops,The farmer shipped the crops,0,present perfect - past simple,perfect - perfect
The farmer had harvested the crops,The farmer is shipping the crops,0,past perfect - present progressive,perfect - progressive
The farmer had harvested the crops,The farmer was shipping the crops,1,past perfect - past progressive,perfect - progressive
The farmer had harvested the crops,The farmer has shipped the crops,0,past perfect - present perfect,perfect - perfect
The farmer had harvested the crops,The farmer had shipped the crops,1,past perfect - past perfect,perfect - perfect
The farmer had harvested the crops,The farmer will ship the crops,0,past perfect - future simple,perfect - progressive
The farmer had harvested the crops,The farmer ships the crops,0,past perfect - present simple,perfect - progressive
The farmer had harvested the crops,The farmer shipped the crops,1,past perfect - past simple,perfect - perfect
The farmer will harvest the crops,The farmer is shipping the crops,0,future simple - present progressive,progressive - progressive
The farmer will harvest the crops,The farmer was shipping the crops,0,future simple - past progressive,progressive - progressive
The farmer will harvest the crops,The farmer has shipped the crops,0,future simple - present perfect,progressive - perfect
The farmer will harvest the crops,The farmer had shipped the crops,0,future simple - past perfect,progressive - perfect
The farmer will harvest the crops,The farmer will ship the crops,1,future simple - future simple,progressive - progressive
The farmer will harvest the crops,The farmer ships the crops,0,future simple - present simple,progressive - progressive
The farmer will harvest the crops,The farmer shipped the crops,0,future simple - past simple,progressive - perfect
The farmer harvests the crops,The farmer is shipping the crops,0,present simple - present progressive,progressive - progressive
The farmer harvests the crops,The farmer was shipping the crops,0,present simple - past progressive,progressive - progressive
The farmer harvests the crops,The farmer has shipped the crops,0,present simple - present perfect,progressive - perfect
The farmer harvests the crops,The farmer had shipped the crops,0,present simple - past perfect,progressive - perfect
The farmer harvests the crops,The farmer will ship the crops,1,present simple - future simple,progressive - progressive
The farmer harvests the crops,The farmer ships the crops,0,present simple - present simple,progressive - progressive
The farmer harvests the crops,The farmer shipped the crops,0,present simple - past simple,progressive - perfect
The farmer harvested the crops,The farmer is shipping the crops,0,past simple - present progressive,perfect - progressive
The farmer harvested the crops,The farmer was shipping the crops,0,past simple - past progressive,perfect - progressive
The farmer harvested the crops,The farmer has shipped the crops,0,past simple - present perfect,perfect - perfect
The farmer harvested the crops,The farmer had shipped the crops,0,past simple - past perfect,perfect - perfect
The farmer harvested the crops,The farmer will ship the crops,0,past simple - future simple,perfect - progressive
The farmer harvested the crops,The farmer ships the crops,0,past simple - present simple,perfect - progressive
The farmer harvested the crops,The farmer shipped the crops,0,past simple - past simple,perfect - perfect
The farmer is shipping the crops,The farmer is harvesting the crops,0,present progressive - present progressive,progressive - progressive
The farmer is shipping the crops,The farmer was harvesting the crops,1,present progressive - past progressive,progressive - progressive
The farmer is shipping the crops,The farmer has harvested the crops,1,present progressive - present perfect,progressive - perfect
The farmer is shipping the crops,The farmer had harvested the crops,0,present progressive - past perfect,progressive - perfect
The farmer is shipping the crops,The farmer will harvest the crops,0,present progressive - future simple,progressive - progressive
The farmer is shipping the crops,The farmer harvests the crops,0,present progressive - present simple,progressive - progressive
The farmer is shipping the crops,The farmer harvested the crops,1,present progressive - past simple,progressive - perfect
The farmer was shipping the crops,The farmer is harvesting the crops,0,past progressive - present progressive,progressive - progressive
The farmer was shipping the crops,The farmer was harvesting the crops,1,past progressive - past progressive,progressive - progressive
The farmer was shipping the crops,The farmer has harvested the crops,0,past progressive - present perfect,progressive - perfect
The farmer was shipping the crops,The farmer had harvested the crops,1,past progressive - past perfect,progressive - perfect
The farmer was shipping the crops,The farmer will harvest the crops,0,past progressive - future simple,progressive - progressive
The farmer was shipping the crops,The farmer harvests the crops,0,past progressive - present simple,progressive - progressive
The farmer was shipping the crops,The farmer harvested the crops,1,past progressive - past simple,progressive - perfect
The farmer has shipped the crops,The farmer is harvesting the crops,0,present perfect - present progressive,perfect - progressive
The farmer has shipped the crops,The farmer was harvesting the crops,1,present perfect - past progressive,perfect - progressive
The farmer has shipped the crops,The farmer has harvested the crops,0,present perfect - present perfect,perfect - perfect
The farmer has shipped the crops,The farmer had harvested the crops,1,present perfect - past perfect,perfect - perfect
The farmer has shipped the crops,The farmer will harvest the crops,0,present perfect - future simple,perfect - progressive
The farmer has shipped the crops,The farmer harvests the crops,0,present perfect - present simple,perfect - progressive
The farmer has shipped the crops,The farmer harvested the crops,1,present perfect - past simple,perfect - perfect
The farmer had shipped the crops,The farmer is harvesting the crops,0,past perfect - present progressive,perfect - progressive
The farmer had shipped the crops,The farmer was harvesting the crops,1,past perfect - past progressive,perfect - progressive
The farmer had shipped the crops,The farmer has harvested the crops,0,past perfect - present perfect,perfect - perfect
The farmer had shipped the crops,The farmer had harvested the crops,1,past perfect - past perfect,perfect - perfect
The farmer had shipped the crops,The farmer will harvest the crops,0,past perfect - future simple,perfect - progressive
The farmer had shipped the crops,The farmer harvests the crops,0,past perfect - present simple,perfect - progressive
The farmer had shipped the crops,The farmer harvested the crops,1,past perfect - past simple,perfect - perfect
The farmer will ship the crops,The farmer is harvesting the crops,0,future simple - present progressive,progressive - progressive
The farmer will ship the crops,The farmer was harvesting the crops,0,future simple - past progressive,progressive - progressive
The farmer will ship the crops,The farmer has harvested the crops,0,future simple - present perfect,progressive - perfect
The farmer will ship the crops,The farmer had harvested the crops,0,future simple - past perfect,progressive - perfect
The farmer will ship the crops,The farmer will harvest the crops,0,future simple - future simple,progressive - progressive
The farmer will ship the crops,The farmer harvests the crops,0,future simple - present simple,progressive - progressive
The farmer will ship the crops,The farmer harvested the crops,0,future simple - past simple,progressive - perfect
The farmer ships the crops,The farmer is harvesting the crops,0,present simple - present progressive,progressive - progressive
The farmer ships the crops,The farmer was harvesting the crops,1,present simple - past progressive,progressive - progressive
The farmer ships the crops,The farmer has harvested the crops,0,present simple - present perfect,progressive - perfect
The farmer ships the crops,The farmer had harvested the crops,1,present simple - past perfect,progressive - perfect
The farmer ships the crops,The farmer will harvest the crops,0,present simple - future simple,progressive - progressive
The farmer ships the crops,The farmer harvests the crops,0,present simple - present simple,progressive - progressive
The farmer ships the crops,The farmer harvested the crops,1,present simple - past simple,progressive - perfect
The farmer shipped the crops,The farmer is harvesting the crops,0,past simple - present progressive,perfect - progressive
The farmer shipped the crops,The farmer was harvesting the crops,1,past simple - past progressive,perfect - progressive
The farmer shipped the crops,The farmer has harvested the crops,0,past simple - present perfect,perfect - perfect
The farmer shipped the crops,The farmer had harvested the crops,1,past simple - past perfect,perfect - perfect
The farmer shipped the crops,The farmer will harvest the crops,0,past simple - future simple,perfect - progressive
The farmer shipped the crops,The farmer harvests the crops,0,past simple - present simple,perfect - progressive
The farmer shipped the crops,The farmer harvested the crops,1,past simple - past simple,perfect - perfect
Nigel is overthrowing the government,Nigel is destabilising the government,0,present progressive - present progressive,progressive - progressive
Nigel is overthrowing the government,Nigel was destabilising the government,1,present progressive - past progressive,progressive - progressive
Nigel is overthrowing the government,Nigel has destabilised the government,1,present progressive - present perfect,progressive - perfect
Nigel is overthrowing the government,Nigel had destabilised the government,0,present progressive - past perfect,progressive - perfect
Nigel is overthrowing the government,Nigel will destabilise the government,0,present progressive - future simple,progressive - progressive
Nigel is overthrowing the government,Nigel destabilises the government,1,present progressive - present simple,progressive - progressive
Nigel is overthrowing the government,Nigel destabilised the government,1,present progressive - past simple,progressive - perfect
Nigel was overthrowing the government,Nigel is destabilising the government,0,past progressive - present progressive,progressive - progressive
Nigel was overthrowing the government,Nigel was destabilising the government,1,past progressive - past progressive,progressive - progressive
Nigel was overthrowing the government,Nigel has destabilised the government,0,past progressive - present perfect,progressive - perfect
Nigel was overthrowing the government,Nigel had destabilised the government,1,past progressive - past perfect,progressive - perfect
Nigel was overthrowing the government,Nigel will destabilise the government,0,past progressive - future simple,progressive - progressive
Nigel was overthrowing the government,Nigel destabilises the government,0,past progressive - present simple,progressive - progressive
Nigel was overthrowing the government,Nigel destabilised the government,1,past progressive - past simple,progressive - perfect
Nigel has overthrown the government,Nigel is destabilising the government,0,present perfect - present progressive,perfect - progressive
Nigel has overthrown the government,Nigel was destabilising the government,1,present perfect - past progressive,perfect - progressive
Nigel has overthrown the government,Nigel has destabilised the government,0,present perfect - present perfect,perfect - perfect
Nigel has overthrown the government,Nigel had destabilised the government,1,present perfect - past perfect,perfect - perfect
Nigel has overthrown the government,Nigel will destabilise the government,0,present perfect - future simple,perfect - progressive
Nigel has overthrown the government,Nigel destabilises the government,0,present perfect - present simple,perfect - progressive
Nigel has overthrown the government,Nigel destabilised the government,1,present perfect - past simple,perfect - perfect
Nigel had overthrown the government,Nigel is destabilising the government,0,past perfect - present progressive,perfect - progressive
Nigel had overthrown the government,Nigel was destabilising the government,1,past perfect - past progressive,perfect - progressive
Nigel had overthrown the government,Nigel has destabilised the government,0,past perfect - present perfect,perfect - perfect
Nigel had overthrown the government,Nigel had destabilised the government,1,past perfect - past perfect,perfect - perfect
Nigel had overthrown the government,Nigel will destabilise the government,0,past perfect - future simple,perfect - progressive
Nigel had overthrown the government,Nigel destabilises the government,0,past perfect - present simple,perfect - progressive
Nigel had overthrown the government,Nigel destabilised the government,1,past perfect - past simple,perfect - perfect
Nigel will overthrow the government,Nigel is destabilising the government,0,future simple - present progressive,progressive - progressive
Nigel will overthrow the government,Nigel was destabilising the government,0,future simple - past progressive,progressive - progressive
Nigel will overthrow the government,Nigel has destabilised the government,0,future simple - present perfect,progressive - perfect
Nigel will overthrow the government,Nigel had destabilised the government,0,future simple - past perfect,progressive - perfect
Nigel will overthrow the government,Nigel will destabilise the government,0,future simple - future simple,progressive - progressive
Nigel will overthrow the government,Nigel destabilises the government,0,future simple - present simple,progressive - progressive
Nigel will overthrow the government,Nigel destabilised the government,0,future simple - past simple,progressive - perfect
Nigel overthrows the government,Nigel is destabilising the government,1,present simple - present progressive,progressive - progressive
Nigel overthrows the government,Nigel was destabilising the government,1,present simple - past progressive,progressive - progressive
Nigel overthrows the government,Nigel has destabilised the government,1,present simple - present perfect,progressive - perfect
Nigel overthrows the government,Nigel had destabilised the government,0,present simple - past perfect,progressive - perfect
Nigel overthrows the government,Nigel will destabilise the government,0,present simple - future simple,progressive - progressive
Nigel overthrows the government,Nigel destabilises the government,1,present simple - present simple,progressive - progressive
Nigel overthrows the government,Nigel destabilised the government,1,present simple - past simple,progressive - perfect
Nigel overthrew the government,Nigel is destabilising the government,0,past simple - present progressive,perfect - progressive
Nigel overthrew the government,Nigel was destabilising the government,1,past simple - past progressive,perfect - progressive
Nigel overthrew the government,Nigel has destabilised the government,0,past simple - present perfect,perfect - perfect
Nigel overthrew the government,Nigel had destabilised the government,1,past simple - past perfect,perfect - perfect
Nigel overthrew the government,Nigel will destabilise the government,0,past simple - future simple,perfect - progressive
Nigel overthrew the government,Nigel destabilises the government,0,past simple - present simple,perfect - progressive
Nigel overthrew the government,Nigel destabilised the government,1,past simple - past simple,perfect - perfect
Nigel is destabilising the government,Nigel is overthrowing the government,0,present progressive - present progressive,progressive - progressive
Nigel is destabilising the government,Nigel was overthrowing the government,0,present progressive - past progressive,progressive - progressive
Nigel is destabilising the government,Nigel has overthrown the government,0,present progressive - present perfect,progressive - perfect
Nigel is destabilising the government,Nigel had overthrown the government,0,present progressive - past perfect,progressive - perfect
Nigel is destabilising the government,Nigel will overthrow the government,0,present progressive - future simple,progressive - progressive
Nigel is destabilising the government,Nigel overthrows the government,0,present progressive - present simple,progressive - progressive
Nigel is destabilising the government,Nigel overthrew the government,0,present progressive - past simple,progressive - perfect
Nigel was destabilising the government,Nigel is overthrowing the government,0,past progressive - present progressive,progressive - progressive
Nigel was destabilising the government,Nigel was overthrowing the government,0,past progressive - past progressive,progressive - progressive
Nigel was destabilising the government,Nigel has overthrown the government,0,past progressive - present perfect,progressive - perfect
Nigel was destabilising the government,Nigel had overthrown the government,0,past progressive - past perfect,progressive - perfect
Nigel was destabilising the government,Nigel will overthrow the government,0,past progressive - future simple,progressive - progressive
Nigel was destabilising the government,Nigel overthrows the government,0,past progressive - present simple,progressive - progressive
Nigel was destabilising the government,Nigel overthrew the government,0,past progressive - past simple,progressive - perfect
Nigel has destabilised the government,Nigel is overthrowing the government,0,present perfect - present progressive,perfect - progressive
Nigel has destabilised the government,Nigel was overthrowing the government,0,present perfect - past progressive,perfect - progressive
Nigel has destabilised the government,Nigel has overthrown the government,0,present perfect - present perfect,perfect - perfect
Nigel has destabilised the government,Nigel had overthrown the government,0,present perfect - past perfect,perfect - perfect
Nigel has destabilised the government,Nigel will overthrow the government,0,present perfect - future simple,perfect - progressive
Nigel has destabilised the government,Nigel overthrows the government,0,present perfect - present simple,perfect - progressive
Nigel has destabilised the government,Nigel overthrew the government,0,present perfect - past simple,perfect - perfect
Nigel had destabilised the government,Nigel is overthrowing the government,0,past perfect - present progressive,perfect - progressive
Nigel had destabilised the government,Nigel was overthrowing the government,0,past perfect - past progressive,perfect - progressive
Nigel had destabilised the government,Nigel has overthrown the government,0,past perfect - present perfect,perfect - perfect
Nigel had destabilised the government,Nigel had overthrown the government,0,past perfect - past perfect,perfect - perfect
Nigel had destabilised the government,Nigel will overthrow the government,0,past perfect - future simple,perfect - progressive
Nigel had destabilised the government,Nigel overthrows the government,0,past perfect - present simple,perfect - progressive
Nigel had destabilised the government,Nigel overthrew the government,0,past perfect - past simple,perfect - perfect
Nigel will destabilise the government,Nigel is overthrowing the government,0,future simple - present progressive,progressive - progressive
Nigel will destabilise the government,Nigel was overthrowing the government,0,future simple - past progressive,progressive - progressive
Nigel will destabilise the government,Nigel has overthrown the government,0,future simple - present perfect,progressive - perfect
Nigel will destabilise the government,Nigel had overthrown the government,0,future simple - past perfect,progressive - perfect
Nigel will destabilise the government,Nigel will overthrow the government,0,future simple - future simple,progressive - progressive
Nigel will destabilise the government,Nigel overthrows the government,0,future simple - present simple,progressive - progressive
Nigel will destabilise the government,Nigel overthrew the government,0,future simple - past simple,progressive - perfect
Nigel destabilises the government,Nigel is overthrowing the government,0,present simple - present progressive,progressive - progressive
Nigel destabilises the government,Nigel was overthrowing the government,0,present simple - past progressive,progressive - progressive
Nigel destabilises the government,Nigel has overthrown the government,0,present simple - present perfect,progressive - perfect
Nigel destabilises the government,Nigel had overthrown the government,0,present simple - past perfect,progressive - perfect
Nigel destabilises the government,Nigel will overthrow the government,0,present simple - future simple,progressive - progressive
Nigel destabilises the government,Nigel overthrows the government,0,present simple - present simple,progressive - progressive
Nigel destabilises the government,Nigel overthrew the government,0,present simple - past simple,progressive - perfect
Nigel destabilised the government,Nigel is overthrowing the government,0,past simple - present progressive,perfect - progressive
Nigel destabilised the government,Nigel was overthrowing the government,0,past simple - past progressive,perfect - progressive
Nigel destabilised the government,Nigel has overthrown the government,0,past simple - present perfect,perfect - perfect
Nigel destabilised the government,Nigel had overthrown the government,0,past simple - past perfect,perfect - perfect
Nigel destabilised the government,Nigel will overthrow the government,0,past simple - future simple,perfect - progressive
Nigel destabilised the government,Nigel overthrows the government,0,past simple - present simple,perfect - progressive
Nigel destabilised the government,Nigel overthrew the government,0,past simple - past simple,perfect - perfect
Liverpool is beating Arsenal,Liverpool is competing with Arsenal,1,present progressive - present progressive,progressive - progressive
Liverpool is beating Arsenal,Liverpool was competing with Arsenal,1,present progressive - past progressive,progressive - progressive
Liverpool is beating Arsenal,Liverpool has competed with Arsenal,0,present progressive - present perfect,progressive - perfect
Liverpool is beating Arsenal,Liverpool had competed with Arsenal,0,present progressive - past perfect,progressive - perfect
Liverpool is beating Arsenal,Liverpool will compete with Arsenal,1,present progressive - future simple,progressive - progressive
Liverpool is beating Arsenal,Liverpool competes with Arsenal,1,present progressive - present simple,progressive - progressive
Liverpool is beating Arsenal,Liverpool competed with Arsenal,1,present progressive - past simple,progressive - perfect
Liverpool was beating Arsenal,Liverpool is competing with Arsenal,0,past progressive - present progressive,progressive - progressive
Liverpool was beating Arsenal,Liverpool was competing with Arsenal,1,past progressive - past progressive,progressive - progressive
Liverpool was beating Arsenal,Liverpool has competed with Arsenal,0,past progressive - present perfect,progressive - perfect
Liverpool was beating Arsenal,Liverpool had competed with Arsenal,1,past progressive - past perfect,progressive - perfect
Liverpool was beating Arsenal,Liverpool will compete with Arsenal,0,past progressive - future simple,progressive - progressive
Liverpool was beating Arsenal,Liverpool competes with Arsenal,0,past progressive - present simple,progressive - progressive
